"paragraph","error_message","polarity_class","polarity_score","emotion"
"বেইশ্যা হাসিনার পতন",,"stronglyNegative",-0.9985624074935913,"{""neutral"":0.0002291760902153328,""happy"":0.0002759321068879217,""anger/disgust"":0.9994111061096191,""sadness"":0.0019925683736801147,""surprise"":0.00017669542285148054,""fear"":0.000026828494810615666}"
"ডিবিসির ক্যামেরা কম দামি",,"weaklyPositive",0.5997710943222047,"{""neutral"":0.959627091884613,""happy"":0.048673029989004135,""anger/disgust"":0.0002108947082888335,""sadness"":0.00018849543994292617,""surprise"":0.0032503108959645033,""fear"":0.00015617359895259142}"
"সাংবাদিক ভাই ধন্যবাদ",,"weaklyPositive",0.5996588230133058,"{""neutral"":0.0019199217204004526,""happy"":0.9985213875770569,""anger/disgust"":0.000247422227403149,""sadness"":0.00023806365788914263,""surprise"":0.00047344615450128913,""fear"":0.00003731128163053654}"
"মিরসরাই এখানের নেতাকর্মীদের বাঁধা দিয়েছে",,"weaklyNegative",-0.5998791217803955,"{""neutral"":0.014902226626873016,""happy"":0.0031918520107865334,""anger/disgust"":0.3883930444717407,""sadness"":0.6255927085876465,""surprise"":0.011005014181137085,""fear"":0.048848431557416916}"
"বিজয় সন্নিকটে বিএনপির শুভ কামনা",,"weaklyPositive",0.5671057701110841,"{""neutral"":0.0012493797112256289,""happy"":0.9985547661781311,""anger/disgust"":0.000409500120440498,""sadness"":0.00044884049566462636,""surprise"":0.0003258810320403427,""fear"":0.00004136426287004724}"
"পদে পদে বাধা মানুষ উপস্থিত দেশের ৮০ মানুষ সরকার সরকারের ভংগ্গুর উন্নয়ন চাই জনগনকে কষ্ট উপেক্ষা অবস্থায়",,"stronglyNegative",-0.9998749256134033,"{""neutral"":0.0035680297296494246,""happy"":0.003151895944029093,""anger/disgust"":0.8330991864204407,""sadness"":0.477998822927475,""surprise"":0.007528805639594793,""fear"":0.047759298235177994}"
"অভিযোগ মানে সাংবাদিকরা চোখে",,"weaklyNegative",-0.5997747182846069,"{""neutral"":0.039634689688682556,""happy"":0.002022224711254239,""anger/disgust"":0.9366113543510437,""sadness"":0.038128454238176346,""surprise"":0.007623367477208376,""fear"":0.0018344956915825605}"
"মানুষের ভালোবাসা বাঁচতে পারেনা জনগণের ভোট খমতায় থাকতে পারবে",,"stronglyNegative",-0.9723541736602783,"{""neutral"":0.008051473647356033,""happy"":0.004100413993000984,""anger/disgust"":0.9390379190444946,""sadness"":0.10478650033473969,""surprise"":0.007019644603133202,""fear"":0.004577691201120615}"
"শত হামলা বাঁধা পেরিয়ে বিএনপি এগিয়ে সমর্থন বিএনপির",,"stronglyPositive",0.9998876810073853,"{""neutral"":0.2683906555175781,""happy"":0.5645785927772522,""anger/disgust"":0.08783801645040512,""sadness"":0.02712850831449032,""surprise"":0.2753617763519287,""fear"":0.012656318955123425}"
"এন এগিয়ে ঝাও",,"weaklyPositive",0.5913403749465943,"{""neutral"":0.3582073748111725,""happy"":0.7495399117469788,""anger/disgust"":0.0045275334268808365,""sadness"":0.0012260836083441973,""surprise"":0.009631259366869926,""fear"":0.0005872605252079666}"
